310,24
313,29
314,9
316,17
317,26
311,20
318,25
3126,28
4554,12
13062,5
23389,16
61919,7
23388,13
320,7
322,11
323,4
44278,14
44279,6
325,13
327,23
328,17
330,10
329,26
331,18
333,21
336,25
337,23
339,23
341,6
334,30
347,12
344,16
348,25
39426,20
111284,28
111288,10
363,19
364,21
367,16
369,5
371,12
20224,17
377,16
380,26
382,11
378,29
384,11
385,23
389,3
393,15
395,12
398,20
401,13
399,28
404,13
406,21
408,4
410,5
487,18
601,10
603,26
605,8
607,21
608,16
26496,27
62847,20
82371,4
610,8
611,9
613,7
614,13
616,8
619,28
617,15
11070,14
64060,29
91306,12
105025,19
113763,22
621,29
83425,9
623,23
624,24
23173,3
56847,11
77473,8
78759,16
628,3
627,9
15510,30
15511,16
630,23
632,8
116933,16
634,5
636,21
105204,27
638,12
640,14
641,29
643,3
645,27
646,21
649,5
651,16
654,22
652,18
657,6
659,29
661,26
662,18
664,29
666,2
667,19
669,29
670,23
672,21
671,7
676,9
678,5
677,11
681,29
682,17
685,30
686,18
690,26
5159,18
12549,3
19137,18
21428,23
65879,10
69868,15
5160,24
5161,4
693,30
695,19
697,10
698,16
700,28
702,22
704,18
707,20
709,17
710,6
711,6
713,22
714,26
717,8
719,20
103253,6
721,19
723,2
725,4
727,5
730,20
728,6
733,15
735,13
736,19
739,26
742,24
740,7
745,4
747,5
749,21
751,17
752,29
754,7
756,12
758,16
760,17
763,22
765,4
767,8
769,16
771,7
8608,28
773,11
775,13
777,8
9329,11
16913,8
36701,8
72058,8
779,26
780,27
782,14
13452,22
784,21
786,7
789,4
791,23
792,21
795,15
798,17
796,14
801,29
803,16
805,24
806,13
807,7
810,30
811,12
814,21
816,4
819,24
821,2
836,4
840,25
844,18
847,16
817,11
849,20
850,6
853,20
855,24
2812,11
2865,13
2878,18
12076,15
16535,28
23267,29
25400,7
31596,30
42739,29
44307,7
48118,29
54754,23
56063,17
58302,12
70689,24
72091,12
73748,3
77694,11
77707,3
77725,9
79428,4
79455,8
83676,9
83694,14
89526,22
93884,5
93906,17
104139,27
108052,11
110040,2
110065,4
113849,7
115215,14
115277,11
115306,30
115333,27
857,17
858,29
862,25
864,14
866,16
868,16
869,24
870,4
871,19
872,19
876,25
877,28
881,14
884,19
966,19
968,25
969,7
972,22
973,5
976,23
977,11
979,11
974,29
981,3
982,9
11714,11
984,18
985,12
46875,10
988,20
991,3
989,18
994,22
997,6
999,5
1000,5
1002,11
1004,28
1005,7
1009,29
1062,26
1065,4
1067,13
1069,30
1071,11
1068,3
1070,6
1072,10
1950,5
1952,4
3121,12
3129,4
4078,6
4084,11
4090,6
4093,4
5355,19
5360,3
5368,25
5378,12
6569,22
9443,6
9930,27
9932,17
12692,26
13294,11
16233,24
17331,17
17982,28
18491,26
20578,17
20580,24
29039,13
30676,13
30900,21
32500,10
43566,23
58975,19
58979,5
62461,30
104658,14
108666,25
115523,14
1157,2
1158,28
1998,9
15807,4
19489,30
37012,7
38347,20
45639,5
45643,29
45645,7
45646,3
45647,4
54573,9
75105,11
81446,18
90003,10
97596,11
97598,24
98384,29
100783,11
104653,21
112607,27
1161,15
1163,17
1165,30
1167,4
1170,17
1172,29
1174,6
1177,26
1182,15
1179,20
1180,15
1184,27
1185,18
1187,5
1188,21
1199,15
1201,28
1203,20
1205,28
1207,7
1209,22
1194,2
1212,13
1214,24
1216,10
1218,21
1219,29
1223,29
1222,22
1225,5
1226,8
1229,29
1231,18
1233,19
1235,24
1237,10
1239,12
1242,12
1244,13
1246,20
55673,12
55674,27
74189,28
1248,13
1250,9
1252,6
1254,28
1256,15
1257,16
1249,15
1259,4
1262,23
1260,23
56443,27
85969,30
111375,28
115088,28
1264,11
1268,6
1267,10
1270,2
1272,8
1266,18
1271,21
1274,16
1275,11
1278,18
1279,26
1282,7
1283,7
1286,20
1287,9
1290,20
1288,8
1299,12
1303,24
1312,3
1314,23
11814,9
18798,16
39917,16
72102,20
1316,3
1318,2
1321,28
3309,20
3310,20
1325,12
1328,11
1330,4
1332,27
1333,22
1335,11
1336,22
1339,3
1341,28
1343,17
1345,15
1354,3
1356,18
1358,28
1360,15
1361,20
1364,12
1367,30
1369,19
1371,29
1373,19
1375,28
1377,29
1379,23
1382,19
1380,18
1385,20
1386,26
1391,8
1393,7
1394,14
1398,24
1400,29
1401,8
1403,6
1405,5
1408,25
1417,23
1418,28
1421,25
1423,21
1426,8
1424,19
1428,4
26546,28
26548,21
36925,7
59357,16
61967,18
80082,19
104521,22
1430,11
1432,18
14542,26
1434,29
1436,27
1438,28
1440,22
1442,15
1445,20
1443,21
1448,4
1449,20
1451,12
1453,7
1454,15
1456,12
1458,14
1460,12
1462,6
1464,19
1465,15
1466,21
1469,6
1471,15
1473,4
1474,3
1476,14
105498,24
105499,4
105501,23
105500,20
1478,27
1480,29
1485,19
1488,28
1491,6
1492,27
1495,23
84516,7
1497,18
1499,7
1501,30
1504,18
1505,29
1507,29
1508,14
45282,13
45284,8
45283,8
1510,23
1513,11
10540,16
13490,2
1515,16
1517,29
1518,3
1521,2
1523,18
1524,15
1527,23
1528,13
1530,8
1532,29
1533,26
1534,5
1535,8
1536,29
1537,10
1540,11
1541,10
1525,5
1543,29
1546,12
1544,12
1550,2
1553,30
1555,8
1557,12
1559,19
1561,30
1563,30
1565,9
1567,25
1569,12
1571,14
34923,20
55487,29
1574,10
1578,14
1583,9
1585,30
1587,20
1590,13
1592,3
14666,13
1595,26
1597,20
1598,2
1601,18
1606,9
1604,19
1605,16
1608,4
1610,13
1612,29
1614,23
1616,24
1618,20
3543,16
3545,9
1619,11
1624,15
1626,26
1628,23
1631,2
1633,16
1635,27
31759,14
1637,16
80562,4
80565,27
80567,14
80569,27
80571,6
80573,11
80575,27
80577,26
80579,5
80563,29
1639,19
1641,15
1643,3
1644,13
25729,20
25773,14
54936,25
77208,22
91143,26
110461,28
1646,22
1648,21
1649,21
1650,25
1653,7
1655,30
1656,24
1660,29
1662,23
1665,3
116395,2
1664,12
1668,13
1670,27
4635,18
5655,9
95532,2
101918,25
1672,11
1674,18
1673,14
1676,21
1678,9
15226,27
25191,9
83319,27
107150,14
1680,11
1681,12
1684,13
1686,8
1689,24
1690,13
1691,13
1693,25
1694,17
1695,5
1698,16
1701,23
1702,21
1703,17
1699,25
1706,24
1708,14
1710,4
1712,27
1713,17
1715,8
1717,12
1718,27
1721,22
1724,23
1726,5
1728,13
1731,8
1732,7
1729,5
1730,21
1722,6
1733,22
1735,15
1738,17
1736,3
1740,8
1741,7
1744,24
1745,27
1748,6
1751,23
1752,15
1753,9
1755,14
1757,11
1759,19
1761,8
1763,4
1766,3
1764,19
1768,11
1770,12
1772,13
1776,23
1773,6
1779,11
1775,7
1781,30
1783,16
1785,20
1787,20
1789,24
1791,20
1793,21
1794,19
1797,25
1799,20
1800,26
1802,25
1805,9
1803,30
1807,18
1809,20
1812,18
35349,7
35350,6
1814,24
1816,12
1819,5
1818,3
1822,6
1823,9
1828,21
1829,10
1833,24
1835,5
1838,30
1840,24
1842,9
1844,12
1855,30
1848,12
1850,17
1851,3
1854,6
1863,28
1865,2
1866,18
1868,9
1870,16
1872,9
1869,15
1875,24
1877,18
1878,4
1882,17
1885,30
1889,23
1891,21
1894,24
1896,16
7081,23
16982,24
22533,20
22534,3
43497,6
44914,23
51799,3
56115,25
56184,17
64490,20
66279,13
66334,16
89761,2
94322,5
96107,11
96112,28
101329,6
101331,16
101328,17
1898,17
1899,29
1902,6
1903,27
1905,7
1907,7
1910,23
1911,29
1913,29
1915,26
1917,21
1919,5
1921,7
1924,17
1925,12
1927,18
1929,5
1930,2
1932,30
1922,3
1935,23
1937,13
1939,24
1941,18
1945,25
1947,24
1949,9
1951,21
1976,8
1978,19
1982,14
1983,25
1979,21
1989,22
1991,11
1993,21
1994,16
1997,2
5337,2
5338,12
5342,21
5339,3
5340,26
1985,4
1986,14
1987,25
1984,21
1981,19
2035,7
2037,29
2039,13
2040,29
2042,9
2044,12
2046,3
2048,5
2050,22
2052,13
2079,4
2080,19
2083,10
2084,20
2087,25
2089,5
2091,4
2093,22
2097,9
2098,15
64306,2
64307,17
2102,6
2104,29
2109,6
2111,23
2113,26
2114,30
2116,24
2121,26
2123,7
2125,18
2127,4
2128,18
2130,20
2132,9
2134,28
2136,20
2138,21
2140,2
2142,7
2143,11
2146,24
2148,24
2150,10
2152,18
2154,6
2155,24
2156,10
2158,27
2160,27
2163,14
2167,22
2168,8
2170,4
2172,8
2176,26
2178,18
2180,28
2182,6
2183,25
2186,6
2189,15
2188,21
2191,23
2194,3
2196,21
2198,12
2201,11
2203,27
2205,16
2207,3
2209,10
2211,7
2212,2
2217,3
2219,25
2221,16
2224,16
2226,27
2228,12
2222,30
2232,20
2234,11
2231,13
8886,6
8889,4
8890,9
8892,3
8887,19
8897,6
8900,27
8899,16
2236,23
2239,22
2237,10
2241,21
2244,13
2242,14
2247,19
2248,23
2252,20
2253,7
18318,17
2256,18
2257,27
2260,12
2262,3
2264,20
2266,30
2268,6
2270,23
2272,8
2275,22
2273,18
2276,7
2278,14
2280,26
2281,15
2282,5
2284,6
2287,4
2289,26
2292,27
2294,19
2296,26
2298,10
2295,17
2297,17
12855,20
16337,10
19864,17
19873,19
27118,6
28157,18
29244,18
31138,15
42123,24
53284,8
54802,24
54804,17
54809,5
54843,30
54859,14
56520,6
57881,30
59250,10
62317,5
62319,19
62776,27
75042,3
98725,13
98742,23
98744,24
98752,16
98754,5
102018,26
102045,5
102049,5
105702,13
105704,16
105711,16
105720,21
105748,2
105762,30
105776,15
105778,12
105781,15
105783,26
2300,29
2303,14
2304,17
2305,25
2301,29
2306,7
2308,14
2311,3
2313,30
2315,21
2318,3
2321,15
2324,27
4500,28
2326,4
2328,22
2330,30
2335,19
2331,11
2332,25
75440,3
75441,19
2338,8
2340,28
2341,8
2344,6
2346,3
2348,28
2349,16
75365,21
112568,27
116908,27
116937,19
2352,20
2354,17
2356,4
2357,21
2360,10
2361,22
2365,12
2366,9
2370,10
2372,23
2374,4
2376,3
2377,4
2379,20
2380,16
2382,9
2384,10
2386,19
2387,20
2388,30
2389,18
2391,11
2393,5
2395,8
2397,19
2399,27
2401,20
2403,18
2404,14
2406,11
2408,15
2410,6
2412,24
2414,22
2417,29
2418,11
2422,22
2423,2
2426,21
2427,4
44057,8
44058,5
2429,18
109107,15
2431,4
2432,10
2434,30
2436,19
2438,2
2440,5
2443,14
2441,10
2446,4
2449,10
2447,28
2451,13
2452,20
2455,14
2457,14
2459,11
2460,16
2463,9
2465,26
2467,24
2469,27
2471,24
2474,6
2476,16
2478,13
2480,30
2482,18
2484,8
2486,17
2488,27
2490,26
2491,7
2494,10
2496,20
2498,17
2500,17
2502,17
2506,22
2518,8
2514,23
2531,21
2515,30
2516,21
2517,23
2523,30
2530,27
35380,7
35381,30
44174,18
44176,25
2505,10
2507,3
2508,30
2509,24
2521,14
2510,27
2511,15
2512,5
2525,7
2524,24
2513,21
2527,23
2529,17
2533,13
2535,8
2537,22
2539,4
2540,15
4840,13
2543,4
2544,9
2547,14
2549,3
2551,15
2553,4
48904,2
48906,22
2555,24
2556,4
2559,3
2561,7
2565,19
2567,26
2568,18
2570,14
2572,3
2574,9
2577,20
2579,27
2581,6
2580,29
2584,19
2586,15
2588,15
2589,7
2590,15
2591,29
2594,26
2598,16
2602,2
2604,9
2606,27
2607,29
23632,10
34408,15
78012,11
2610,21
2613,22
2612,12
61082,7
82020,19
2615,15
2616,23
2619,14
2620,20
2623,29
2624,30
2627,30
2628,2
2631,6
2632,23
71076,10
2635,16
102274,30
2637,25
2638,14
2640,8
2642,7
2644,12
2645,19
2648,17
2650,25
2652,11
2654,17
2656,9
2659,15
2662,25
2665,23
2666,26
2670,13
2671,21
2672,7
2673,3
2674,9
2676,19
2678,27
2680,10
2682,18
2684,30
57321,28
57322,27
57323,3
2686,3
2688,13
2691,17
2693,26
2696,7
2698,7
2701,19
2703,8
2705,20
2707,23
2709,30
2711,27
2712,23
2694,22
2689,29
2714,14
2717,9
2716,12
2719,9
2720,21
2724,7
2726,22
2728,20
2730,4
2731,8
2733,14
2735,21
2737,6
2740,4
2742,29
2743,20
2744,5
2745,26
2746,30
2749,4
2751,9
107519,10
107520,8
2756,23
2757,11
2763,22
2765,25
2767,13
2773,21
2774,26
2779,11
2782,2
2786,25
2788,24
2791,6
2793,2
2796,16
2799,2
2800,7
2802,2
2804,4
2806,24
2807,10
2809,11
2811,16
2853,19
2855,5
2857,14
2861,18
2858,5
2862,3
2864,10
2868,10
2869,30
2873,30
2875,16
2877,6
2933,5
2934,4
2937,16
2939,5
2942,7
2941,2
2944,27
2946,26
2948,14
2952,22
2954,24
2949,6
2957,18
2959,4
2960,15
2962,24
2965,30
2963,16
2968,12
2969,28
2972,29
2974,13
2976,6
2975,5
2978,4
2979,11
2980,5
8108,30
8110,2
8112,21
8113,22
8114,28
80635,29
80774,27
82246,20
82247,29
2982,15
3026,28
3030,11
3027,21
3033,28
3035,21
3036,27
3038,27
3040,14
3042,6
3045,26
3047,14
3050,9
3053,11
3055,14
3057,25
3059,28
3060,14
3049,14
3052,24
3054,24
3056,24
3058,15
3062,25
3064,9
3066,2
3067,26
3068,23
7759,9
3072,9
3071,7
3074,27
3076,25
3079,21
3082,4
3080,19
3085,6
3087,13
3089,10
3090,21
3092,27
3093,22
3095,27
3097,14
3098,12
3100,11
3096,13
3101,16
3091,17
3102,4
3103,9
3099,18
3105,14
3107,3
3109,14
3111,25
3113,18
3114,9
3116,27
23312,10
61569,6
62725,12
3118,16
3120,29
3122,22
1145,10
1953,17
3125,9
3128,15
3130,23
3132,22
3134,10
3136,27
3139,16
3141,13
3138,11
3142,12
3146,16
3149,23
3147,14
3144,15
3145,27
3159,5
3161,30
3163,19
3165,27
3167,25
3169,26
3171,25
3173,29
3175,11
3177,23
3178,19
3180,28
3183,7
3181,30
46037,19
52488,17
79606,4
94296,11
106634,16
3190,7
3192,30
3194,23
39042,19
84559,7
84561,24
91773,24
91775,17
91777,2
3196,29
3199,22
3201,3
3203,25
3206,12
3210,3
3205,26
3207,19
3208,13
3215,27
3218,7
3220,4
3222,30
3216,9
3226,2
3227,9
3230,16
3232,22
3233,11
3235,3
3236,26
3238,22
3240,12
3242,18
3244,10
3245,7
3246,15
3249,10
3251,13
3253,20
3254,20
3259,9
3261,14
3262,8
3263,8
3265,5
3266,13
3269,16
3272,22
3274,30
3275,25
3287,23
3289,13
3291,23
3293,30
3295,11
3297,12
3300,4
3302,8
3305,15
3306,27
3312,16
3314,16
3317,5
3315,16
3319,17
3321,7
3323,26
3326,11
3328,29
3330,11
3332,8
3334,28
3336,11
3338,17
3340,22
3342,19
3344,14
3346,27
49509,15
3348,13
3350,6
3351,24
3352,2
3356,22
3358,30
3362,28
3364,26
3365,4
3367,20
3370,12
3371,12
3374,18
3376,18
3378,12
3380,2
3383,24
3385,25
3387,2
3389,25
3391,20
3393,9
3395,7
3397,18
3399,10
3401,18
3402,15
3405,14
3406,4
3419,4
3421,29
3422,17
3423,4
3425,18
3427,2
3429,17
3431,24
3433,18
3435,23
3437,15
3439,24
3441,9
3440,15
3443,10
3445,29
3446,2
3447,18
12341,27
3449,17
3450,22
3452,7
3455,25
3456,11
3459,26
3460,27
3462,3
3465,28
3467,21
3469,13
3471,23
3472,10
3475,4
3477,4
3478,15
3481,2
3482,4
3485,11
3487,14
3489,24
3491,12
3492,7
3494,30
3497,11
3500,11
3501,19
3502,5
3495,20
3508,14
3505,5
3511,18
3513,7
3514,27
3515,25
3516,2
3512,7
57374,17
3518,24
3520,8
7894,22
3521,24
5674,8
3523,30
3526,3
3524,20
44276,13
3529,9
3530,12
3532,7
3536,30
3533,25
3540,19
3541,12
54333,5
3547,13
3549,19
3551,14
3554,18
3555,14
3558,8
3560,19
3562,16
416,29
423,9
424,18
421,9
483,12
485,11
425,6
3571,13
482,23
3573,3
3574,20
3577,3
3579,25
3581,5
3583,30
3582,14
3585,21
3587,2
3588,7
3591,26
3589,16
3592,29
3594,5
3596,14
3598,24
3600,5
3601,21
3603,7
3607,3
3609,5
3611,2
3613,4
3615,10
3616,16
3618,17
3633,7
3636,10
3634,26
3635,24
3638,10
3620,7
3622,10
3624,26
3625,26
3627,14
3623,15
3630,4
3640,17
3642,17
3643,18
3645,6
3647,29
3649,27
3651,26
3653,17
3655,4
58363,18
58364,22
58365,19
58366,27
58367,8
58371,13
3658,12
3660,13
31179,25
68110,26
20997,15
3663,9
3666,25
3664,12
3669,2
3670,12
3672,13
3674,21
3676,16
3678,17
3680,24
3682,17
3684,15
3686,21
3688,23
3689,6
3692,11
3694,11
3696,8
3698,15
3700,11
3701,9
3706,19
3708,26
3710,5
3712,25
3713,14
3715,6
61838,19
61840,2
61841,25
3717,13
3719,17
3721,11
3723,10
3724,13
3726,28
19294,26
19295,5
3728,6
3729,27
3732,14
3733,10
3736,10
3737,20
3740,5
3742,29
3744,7
3748,7
3751,22
3753,21
3756,24
3749,18
71907,29
3759,22
3761,5
3763,18
3764,13
3767,30
3769,28
3770,22
3773,3
3776,28
3777,2
3781,30
3783,15
3785,6
3787,5
3789,26
3791,12
3793,30
3794,10
3796,27
3797,6
3799,30
3800,27
3801,18
3802,11
3805,15
3807,18
3809,14
3811,20
3813,9
3815,30
3817,17
3819,16
3821,15
3823,15
3827,7
3831,17
3833,23
3836,20
3883,27
3885,26
3888,14
3890,2
3891,21
3893,5
3895,15
3896,6
3898,30
3902,3
3903,10
3908,10
3910,9
3905,26
3906,8
3907,14
3901,13
3912,17
3914,29
3916,5
3919,27
3920,4
3922,19
3923,28
3918,14
3925,23
3927,13
3929,24
3931,5
3933,29
3935,9
3937,18
3938,4
3939,10
3940,9
3941,13
3943,21
3945,14
3947,20
3949,13
3952,20
3954,7
3956,9
3958,18
3950,6
3960,25
3962,7
3964,27
3966,28
3968,30
3971,4
3973,10
3975,11
3976,23
3980,3
3983,14
3985,19
3981,25
3988,15
3993,18
3997,7
4000,5
4004,4
4008,29
4005,17
4001,19
4011,3
4014,17
4017,5
4020,30
4022,16
4024,25
4027,21
4030,15
4031,28
4034,13
4037,15
4039,20
4040,21
4043,5
4045,13
4048,27
4050,17
4051,2
37718,21
37721,22
37722,11
37719,5
4054,19
4056,22
4058,28
4060,25
4062,9
4064,19
4065,21
4068,26
4070,20
4073,21
4074,7
4071,12
4077,16
4079,6
4081,16
4083,7
4089,6
4091,8
1968,2
4099,17
4102,24
4096,23
4206,16
4209,30
4391,21
4399,26
4405,4
4408,10
4097,2
4098,2
4207,21
4210,6
4212,3
4216,18
4218,12
4220,12
4223,6
4225,3
4227,18
4229,14
4231,23
4232,19
4234,24
4236,4
4243,15
4244,27
4295,9
4297,18
4299,6
4300,27
4302,2
4304,10
4306,27
4309,3
4308,4
4311,23
4313,11
4342,11
4344,23
4346,19
4348,24
4353,5
4355,26
4356,6
4359,18
4361,20
4363,6
4428,30
4365,15
4367,8
4369,27
4372,29
4375,6
4377,23
4379,15
4381,4
4382,17
4386,20
4387,9
4389,19
4393,6
4394,9
4397,30
4392,13
4400,21
4402,20
4403,24
4407,20
4406,29
4412,4
4410,4
4411,16
4416,22
4418,14
4420,28
4421,19
4424,11
4425,14
4360,23
4427,4
4429,10
4431,22
4433,27
4435,5
4438,4
4441,14
4443,21
4445,3
4446,4
4448,11
4450,27
4456,19
4457,19
4459,5
4461,17
4463,10
4465,13
4467,25
4469,23
4470,25
45431,9
4473,6
4475,4
4478,26
4476,2
4481,15
4483,8
4485,7
4487,29
4490,4
4488,30
4492,28
4493,11
54907,16
4495,24
4496,5
4499,3
4502,8
4506,15
4508,20
4509,22
4510,25
4511,9
4514,19
4516,30
4518,21
4521,16
4523,16
4525,19
4519,17
4527,9
4528,11
4530,22
4532,11
4534,9
4537,20
4535,23
4540,15
4541,22
4544,22
4546,15
4545,17
4548,28
4551,23
4549,8
4550,12
4557,29
4558,17
4562,24
4563,13
4566,4
4568,11
4571,3
4573,4
4575,21
4577,27
4579,20
4569,10
41067,3
41070,29
41072,21
41076,25
41073,2
41077,9
41079,13
41081,9
41083,12
41085,7
41087,2
41068,25
4581,18
4582,20
4584,4
4585,17
4587,18
4589,9
4591,16
4593,9
4595,9
4596,6
4599,19
4601,22
4602,25
4605,25
4607,27
4608,20
4610,19
4612,15
4614,12
4616,22
4618,9
4621,26
4623,16
4625,12
4626,4
4628,7
4630,17
4632,8
4634,19
4637,30
4638,3
4640,28
4641,22
4643,17
4642,23
4646,11
4647,14
4648,17
4651,28
4653,21
4654,25
4656,24
4658,16
4659,30
4662,19
4664,30
4667,21
4669,2
4671,14
4665,6
4674,29
4675,24
4677,14
4679,8
4680,15
4683,28
4685,19
4687,10
4772,2
4774,14
4775,26
4778,16
4780,10
93160,19
101961,18
4782,24
4783,28
4785,21
4786,19
4788,2
4790,29
4791,23
4794,2
4796,10
4799,25
4801,25
4803,19
4805,5
4807,26
4809,5
4810,9
4813,5
4815,6
4817,27
4819,28
4821,19
4823,10
4825,5
4827,4
4829,27
4831,26
4833,8
4834,6
4835,9
4837,6
4838,26
4847,10
4848,25
4849,3
4850,24
4853,24
4855,4
4857,6
4859,23
4861,25
4863,20
4866,10
4864,13
4868,4
4870,27
4871,15
4874,22
4875,3
4877,22
4879,2
4905,27
4906,13
4881,16
4884,20
4885,27
4882,27
4888,28
4889,26
4890,26
4893,23
4895,10
4897,25
4896,18
4901,17
4900,6
4909,25
4911,23
4912,15
4915,16
4917,22
4919,24
9853,12
4921,10
4923,24
4925,21
4926,8
4929,30
4930,30
4933,3
4935,15
4938,15
4940,5
4943,2
4946,13
4947,28
4950,17
4952,3
43678,29
43681,30
43683,4
43679,29
64125,18
80599,24
4954,22
4956,24
4957,21
4960,26
4961,26
4964,19
4968,26
4965,5
4970,10
4971,11
4972,16
4973,21
4974,18
4975,8
4976,11
4977,2
4978,5
4979,11
4980,29
4981,22
4982,16
4983,14
4967,23
4985,21
4989,21
4991,7
4993,6
4995,20
4999,9
5002,12
5003,29
5005,12
4997,27
4996,21
5004,24
5008,16
5011,29
5013,30
5015,24
5009,14
5017,3
5020,12
5021,14
5023,10
5026,3
5028,16
5031,29
5029,25
5034,6
5036,19
5040,22
5037,18
5045,3
5049,20
5052,11
5054,26
5055,20
5060,26
5062,26
5064,28
5066,18
5068,7
5071,4
5074,27
5077,5
5078,5
5079,3
5080,9
5081,24
5082,17
5072,13
5084,10
5090,13
5092,27
5093,13
5096,20
5098,9
5099,13
5108,4
5110,21
5112,17
5114,30
5117,3
5119,25
5121,26
5124,22
5125,23
5122,14
5127,15
5128,26
5131,8
5133,9
5134,12
5137,26
5139,10
62366,2
62367,21
62370,23
62372,9
62368,19
62422,8
62423,25
5141,25
5142,27
5145,23
5147,23
5149,24
5151,2
5152,21
5155,15
5158,21
5156,30
5281,16
5282,24
5284,11
5285,13
5288,6
5290,15
5291,21
5293,2
5296,8
5298,21
5300,6
5302,29
5304,21
5307,25
5308,8
5310,6
5312,24
5315,11
5317,4
5319,25
5321,8
5322,28
5323,22
98677,28
5327,11
5328,26
5331,23
5333,18
5335,23
5344,13
5346,5
5348,19
5350,12
5352,22
5354,3
1955,12
5359,13
5365,22
5367,19
53790,19
53791,21
5370,30
5372,24
14046,20
5374,12
5376,15
5377,22
5379,15
5381,7
1954,27
5384,19
5386,3
5387,7
5389,10
5391,23
5393,15
5395,28
5397,10
5399,8
5401,21
5403,19
5405,19
5407,4
5409,18
5411,19
5413,20
98886,21
98887,24
5415,20
5417,8
5419,2
5421,26
5423,11
5425,23
5426,8
5429,20
5431,8
5432,7
5435,19
5437,9
5441,28
5445,16
5447,20
5436,18
5449,26
5451,22
5454,20
5455,14
5459,24
5468,29
5469,25
5461,16
49313,25
49314,3
49315,14
5463,28
5464,30
5466,27
5471,13
5472,24
5478,12
5479,12
5475,25
82,28
5481,30
5483,3
5484,5
5487,21
5489,25
5491,21
43918,7
5493,6
5495,5
5496,5
5499,28
5501,6
5503,11
5505,24
5507,29
5508,13
5511,17
5513,12
5515,6
5517,14
5520,19
5523,16
5525,11
5527,13
5529,28
5533,10
5536,6
5538,22
5539,8
5543,8
5544,28
5553,6
5554,14
5557,10
5558,4
5559,6
5562,5
5564,8
5566,17
5568,21
5569,13
5576,13
5578,20
5580,30
5582,16
5584,18
5585,3
5587,10
5589,4
5593,24
5600,14
5603,13
5604,17
5605,17
5606,16
5611,24
5615,2
5618,22
5607,9
5608,5
5609,21
5620,17
5622,21
5624,6
5631,25
5635,14
5627,22
5626,22
5632,22
5633,21
5638,30
5640,18
5642,24
5643,8
5645,7
5648,5
51080,26
51081,19
51083,4
51085,25
5651,8
32232,4
5654,25
5657,26
5659,7
5663,4
5664,25
5668,30
5669,8
5672,29
5671,12
5673,30
5676,8
5678,5
5679,24
5681,23
5683,18
5685,10
5686,13
5689,25
5687,12
5692,21
5695,14
5696,14
5700,12
5702,24
5704,26
5705,27
5707,25
5708,21
5710,11
5712,12
5714,10
56158,6
56161,5
56164,3
56168,19
56165,11
56162,6
56159,16
5716,13
5718,26
5722,30
5720,9
5724,12
5725,4
5727,22
5729,15
5731,18
5733,28
5735,10
5737,8
5739,29
5741,15
5743,11
5745,12
5747,13
5751,7
5753,20
5755,5
5757,15
5759,17
5761,27
5762,17
5764,26
5765,20
5767,19
5769,18
5771,11
5775,6
5777,20
5778,17
5779,11
5781,21
5782,14
28940,27
89146,7
109786,19
5784,26
5786,24
5789,13
8540,13
5792,29
5793,14
5796,11
5801,22
5803,20
48691,30
24972,24
5805,29
5806,24
5808,14
5810,29
5812,25
5814,4
5816,16
5818,8
5819,17
5821,9
5823,13
5825,23
